date,observed,predicted,residual,is_outlier,corrected
2025-04-23,8.079583333333334,8.07738450000119,0.0021988333321445452,False,8.079583333333334
2025-04-24,8.284583333333334,8.266340937190652,0.018242396142682082,False,8.284583333333334
2025-04-25,8.39125,8.39254277955883,-0.0012927795588311142,False,8.39125
2025-04-26,8.51625,8.533372963233587,-0.01712296323358764,False,8.51625
2025-04-27,8.588333333333333,8.57739689918024,0.010936434153093089,False,8.588333333333333
2025-04-28,8.678333333333333,8.670547298062132,0.0077860352712004754,False,8.678333333333333
2025-04-29,8.709166666666667,8.717431354331048,-0.008264687664381043,False,8.709166666666667
2025-04-30,8.75625,8.749267987993349,0.006982012006650606,False,8.75625
2025-05-01,8.768333333333333,8.767892142370535,0.0004411909627979327,False,8.768333333333333
2025-05-02,8.774583333333334,8.769142705079938,0.005440628253396085,False,8.774583333333334
2025-05-03,8.820416666666667,8.786001800900014,0.03441486576665298,True,8.786001800900014
2025-05-04,8.74375,8.690919133714877,0.05283086628512379,True,8.690919133714877
2025-05-05,8.702083333333333,8.694299203649974,0.007784129683358287,False,8.702083333333333
2025-05-06,8.61375,8.611971579869005,0.0017784201309947179,False,8.61375
2025-05-07,8.684583333333334,8.685150797673495,-0.0005674643401611945,False,8.684583333333334
2025-05-08,8.476666666666667,8.501749130293879,-0.025082463627212448,True,8.501749130293879
2025-05-09,8.360000000000001,8.389531934973057,-0.02953193497305584,True,8.389531934973057
2025-05-10,8.305833333333334,8.295719502353107,0.010113830980227334,False,8.305833333333334
2025-05-11,8.15,8.152424077294103,-0.0024240772941030997,False,8.15
2025-05-12,7.927499999999999,7.933602836279144,-0.006102836279144874,False,7.927499999999999
2025-05-13,7.767499999999999,7.746143786830215,0.021356213169783977,True,7.746143786830215
2025-05-14,7.585416666666667,7.615096434674145,-0.029679768007477847,True,7.615096434674145
2025-05-15,7.487916666666667,7.46163371603354,0.026282950633127022,True,7.46163371603354
2025-05-16,7.361666666666667,7.368913459116973,-0.0072467924503056835,False,7.361666666666667
2025-05-17,7.232083333333333,7.231497568604188,0.0005857647291449553,False,7.232083333333333
2025-05-18,7.108333333333333,7.107635623044266,0.0006977102890672882,False,7.108333333333333
2025-05-19,7.100416666666667,7.101378513181491,-0.0009618465148237831,False,7.100416666666667
2025-05-20,7.0562499999999995,7.071179575827402,-0.014929575827402175,False,7.0562499999999995
2025-05-21,6.91125,6.89585309987653,0.015396900123469948,False,6.91125
2025-05-22,6.852083333333333,6.854059061820546,-0.0019757284872135017,False,6.852083333333333
2025-05-23,6.78,6.780502915211617,-0.0005029152116167168,False,6.78
2025-05-24,,6.927306042559604,,False,6.927306042559604
2025-05-25,,7.084689601422298,,False,7.084689601422298
2025-05-26,,7.0956545992960915,,False,7.0956545992960915
2025-05-27,,7.603935383763635,,False,7.603935383763635
2025-05-28,,7.573251196052772,,False,7.573251196052772
2025-05-29,,7.5058904108877105,,False,7.5058904108877105
2025-05-30,,7.442824557795543,,False,7.442824557795543
2025-05-31,,6.743621288672914,,False,6.743621288672914
2025-06-01,,6.7439119791213145,,False,6.7439119791213145
2025-06-02,,2.672792009077119,,False,2.672792009077119
2025-06-03,,2.681541080689683,,False,2.681541080689683
2025-06-04,,2.626584133545846,,False,2.626584133545846
2025-06-05,,3.2683333088381765,,False,3.2683333088381765
2025-06-06,,7.1254466281086,,False,7.1254466281086
2025-06-07,,7.13408116711301,,False,7.13408116711301
2025-06-08,,7.304133731754728,,False,7.304133731754728
2025-06-09,,7.586410709520135,,False,7.586410709520135
2025-06-10,,7.645799773859398,,False,7.645799773859398
2025-06-11,,7.538502700845159,,False,7.538502700845159
2025-06-12,,7.514041240607714,,False,7.514041240607714
2025-06-13,,7.503406847670265,,False,7.503406847670265
2025-06-14,,7.608333199360619,,False,7.608333199360619
2025-06-15,,7.607619568109278,,False,7.607619568109278
2025-06-16,,7.679842664451538,,False,7.679842664451538
2025-06-17,,7.578072765170876,,False,7.578072765170876
2025-06-18,,7.473391427943611,,False,7.473391427943611
2025-06-19,,7.4733689560310195,,False,7.4733689560310195
2025-06-20,,7.584791996886593,,False,7.584791996886593
2025-06-21,,7.650713877021563,,False,7.650713877021563
2025-06-22,,7.664781943865245,,False,7.664781943865245
2025-06-23,,7.684548391311674,,False,7.684548391311674
2025-06-24,,7.558137835920227,,False,7.558137835920227
2025-06-25,,7.012862660931962,,False,7.012862660931962
2025-06-26,,7.014648096261827,,False,7.014648096261827
2025-06-27,,6.986263614050196,,False,6.986263614050196
2025-06-28,,7.401171178134427,,False,7.401171178134427
2025-06-29,,3.380383922081225,,False,3.380383922081225
2025-06-30,,3.5558864528525422,,False,3.5558864528525422
2025-07-01,,3.614492932745534,,False,3.614492932745534
2025-07-02,,3.6458240902261165,,False,3.6458240902261165
2025-07-03,,3.5551603478812983,,False,3.5551603478812983
2025-07-04,,3.6557476389626533,,False,3.6557476389626533
2025-07-05,,3.662953408303424,,False,3.662953408303424
2025-07-06,,3.126775129001023,,False,3.126775129001023
2025-07-07,,3.1003696223061206,,False,3.1003696223061206
2025-07-08,,3.1014459578163462,,False,3.1014459578163462
2025-07-09,,3.0976674437225853,,False,3.0976674437225853
2025-07-10,,3.091031607137041,,False,3.091031607137041
2025-07-11,,3.099101803666379,,False,3.099101803666379
2025-07-12,,3.068898358476973,,False,3.068898358476973
2025-07-13,,3.0684652273190673,,False,3.0684652273190673
2025-07-14,,3.0709009075111213,,False,3.0709009075111213
2025-07-15,,3.043193449319146,,False,3.043193449319146
2025-07-16,,3.0267992543987825,,False,3.0267992543987825
2025-07-17,,2.8704054339699496,,False,2.8704054339699496
2025-07-18,,2.8713807003075256,,False,2.8713807003075256
2025-07-19,,2.9942317983004054,,False,2.9942317983004054
2025-07-20,,3.0354924791014097,,False,3.0354924791014097
2025-07-21,,3.0300693029294425,,False,3.0300693029294425
2025-07-22,3.140833333333333,3.112704062726835,0.028129270606497947,True,3.112704062726835
2025-07-23,2.9929166666666664,3.0014000311059417,-0.00848336443927522,False,2.9929166666666664
2025-07-24,3.0795833333333333,3.078744523999514,0.0008388093338194125,False,3.0795833333333333
2025-07-25,3.1141666666666663,3.1170442137947196,-0.002877547128053326,False,3.1141666666666663
2025-07-26,3.0004166666666667,3.003535496749725,-0.003118830083058466,False,3.0004166666666667
