date,stage_01080,stage_01120,stage_01145,stage_01160,stage_01220,stage_01280,stage_01300,stage_01390,stage_01400,stage_01440,stage_01480,stage_01515,stage_01545,stage_01670
2025-04-23,45.99761398455071,56.42113615147699,47.17814470594349,22.95286858665229,13.844173903389747,7.692762683064893,5.596854853450996,8.07738450000119,-11.51891134779712,3.8869201870523007,2.8894250594623943,-959.1751213262953,1.569768514502902,0.2196210551946377
2025-04-24,34.321810494972354,56.920501412582254,47.73199756380775,40.45211898935921,28.072943881438423,19.326937005200456,14.536665781037716,8.266340937190652,-6.51509112463525,4.004539098718126,3.891798548097187,-1548.4735079980203,1.5991353103333137,0.21987115901367799
2025-04-25,29.345654598310016,57.37149059956966,48.30745060718031,40.93720622408474,28.510570299237575,19.68041798829325,14.763561070028908,8.39254277955883,-6.10251991338924,4.0431493686737205,3.9086579194894213,-1459.3417932203065,1.571362692106857,0.14183622633016588
2025-04-26,52.27637015876598,57.918069110408396,48.83576853406826,41.52482132312128,28.993678598100924,20.020324270301963,15.049213737157597,8.533372963233587,9.584736485143187,4.13727679560985,3.980959275852506,-1387.1448998966794,1.62321373427603,0.19857524672504034
2025-04-27,61.235527483558904,58.043536532490336,49.12662575095449,41.85607611137055,29.368892808956744,20.20652238520212,15.24674896819872,8.57739689918024,4.1814028819190625,4.116064757646031,3.9290395748363403,-922.0092775845642,1.5985785714758203,0.13837855895924156
2025-04-28,54.112872859852956,58.13807046390507,49.27682989752016,41.988007206997715,29.493094789270156,20.277339164198157,15.327132263344478,8.670547298062132,2.593700151704321,4.197031995612112,4.057861513674813,-842.1350628866101,1.7110638795708464,0.2155529386347155
2025-04-29,65.86347433639486,57.84242168739169,49.35311693393168,42.060651435371334,29.535558395497183,20.32956152153235,15.38202124001404,8.717431354331048,10.359312811720969,4.200855809075404,4.042164785369341,-21.643436814718925,1.6833045225347116,0.11908974260486976
2025-04-30,52.645872470456524,57.62034562438611,49.396977616227524,42.07037133006679,29.544009860776995,20.354557724124906,15.430560626388559,8.749267987993349,6.596343853949929,4.2769548258235375,4.1715914552858795,-4.12394394061753,1.8159209804995282,0.3372880897128058
2025-05-01,50.956554065980086,58.138622632169195,49.39374537834511,41.78254697901181,29.327256017973458,20.33085167337221,15.420094244529981,8.767892142370535,-0.6199896653713065,4.287283295230515,4.155416984070798,-108.86019512279915,1.8128276923870874,0.3561344478885111
2025-05-02,50.444394626885476,58.11175286912554,49.3304776160289,41.96155016644302,29.537305852816402,20.33725114874377,15.41214669801747,8.769142705079938,8.434080115495064,4.303546859303739,4.197855474805023,1.2886099983458463,1.8284881533674349,0.36591140335026023
2025-05-03,59.66128433967601,58.06885049850674,49.27708612374135,41.49874800803307,29.53580579218784,20.271862294526684,15.360783609966633,8.786001800900014,7.346487763975145,4.340907246199554,4.23048462338196,30.980160564669102,1.869225294406435,0.45859640253459494
2025-05-04,42.30885235936776,57.74026058075866,49.074345522685405,41.81538219832295,29.427326296354103,20.304362168640175,15.371154038878664,8.690919133714877,7.615802642344766,4.279290455946165,4.150454215509447,38.84816318897866,1.743363410209418,0.21980934271470254
2025-05-05,46.22157155107735,57.3164540863903,48.65536806486585,41.44857237009231,29.160478580711523,20.117538807771528,15.24017002003225,8.694299203649974,6.153039900041595,4.267382500329732,4.211448634046265,49.48300342133935,1.8007562570457543,0.3240288395136336
2025-05-06,60.07785078022121,56.97541950659014,48.115532700603275,40.8669401227572,28.977903578141433,19.86204068509099,14.939424042964456,8.611971579869005,8.40417318073624,4.218623892225629,4.078755788010624,-32.81219113861978,1.6991313028264063,0.24240463720725358
2025-05-07,58.91682131390827,56.65612767169307,47.84144023862105,40.61727951022573,28.447846461317262,19.76518127873544,14.979481247943585,8.685150797673495,4.168800379199767,4.346137316562412,4.157496963383904,-36.065308797715346,1.79010053960307,0.3936205288129052
2025-05-08,52.82536452997442,56.44962908222197,47.61672052047203,40.53938097627266,28.257788513455978,19.79256640786382,14.773632284839655,8.501749130293879,8.178528030352908,4.185263987258896,4.129783613201897,-58.62793433015348,1.7387125792517584,0.35312635182773067
2025-05-09,42.05270033404878,55.88896667764085,47.14535898954018,40.03720613266185,27.838342830824395,19.253397536867894,14.50752176855288,8.389531934973057,4.483977578048249,4.105757678490887,4.151853879316692,-35.99128935917163,1.7401435990087553,0.3420158896639114
2025-05-10,48.88090481380052,55.460622746805626,46.643904520049055,39.55300172266595,27.517538870615283,18.964359002821265,14.345709822690525,8.295719502353107,8.078163923252424,4.119073263769876,4.126353816511743,-531.0805205525288,1.7916203281271994,0.40899471008874444
2025-05-11,53.364801484402854,54.98330093886458,46.080181732329535,39.37502049935996,26.936935074925437,18.559855223495262,14.033359564812404,8.152424077294103,10.864749921995863,4.1060684861105585,4.19979612941746,-45.45963659138781,1.8171810229588548,0.4814835680510086
2025-05-12,59.90076431569634,54.4514810169974,45.60449036834205,39.228025148280786,26.354600838496264,18.253053701225873,14.04325692478076,7.933602836279144,0.5159866208548256,3.932362847949866,4.113191170360849,11.168122863862997,1.7381369975854208,0.46789503998084636
2025-05-13,24.705887696502003,54.006464878188574,44.91301773783565,37.539076596183875,26.0204118796223,17.813511042430314,13.40934436403647,7.746143786830215,10.505832885167598,3.8191094849000575,3.9834137822577835,-89.26567662761596,1.6293727445790067,0.33853817129961267
2025-05-14,-592.7591077359922,53.778944702484516,44.57401989675942,37.404186169974764,25.73930786004249,17.55428106588777,13.30424334815357,7.615096434674145,-20.3827486846561,3.617246271262954,3.9070132076309663,-818.4276115797034,1.5289304367701315,0.20017042974439037
2025-05-15,-592.7591077359922,53.34581408246332,44.25581105198192,37.47822589403556,25.090410116966257,17.55079293009338,13.084664507216576,7.46163371603354,-8.865441563260047,3.6140186009215314,3.84631478328594,-1335.7337951388974,1.453196702821839,0.23448810221859648
2025-05-16,5.927271991778184,53.27644214706382,43.96779018399894,37.762646889865785,24.963452945372513,17.12021744456907,12.88953967626073,7.368913459116973,9.17045337002766,3.5611298611095172,3.716691309027309,-1156.7503778355217,1.3521494945095087,0.08675545325266883
2025-05-17,-346.421981237435,52.84247911553718,43.70873890115933,36.44527472613804,24.56772211526378,16.788733713357733,12.599806577370325,7.231497568604188,7.793515934925872,3.4888637974800125,3.6628494196059997,-1806.5702928015796,1.2480825704364316,0.042175661357081166
2025-05-18,41.31841776806927,52.55287311309914,43.427955712507654,36.186739466547664,24.34892589167402,16.614928194386067,12.4564587201059,7.107635623044266,-10.935981579024052,3.3851417197523954,3.5790650502819292,-2855.4620547319296,1.1765190528033322,-0.0601106464255943
2025-05-19,47.961858700058386,52.3447287474808,43.13823913393966,35.970844654237055,24.06832318935231,16.44322806625571,12.334573793154185,7.101378513181491,0.10991621740062699,3.3937850423038958,3.6285737605208124,-3789.473946001486,1.2215053372659233,0.01831751596908304
2025-05-20,66.27869158030006,51.97572127136859,42.79775012114737,35.42582572461113,23.83117502914471,16.278677264817055,12.222160646985081,7.071179575827402,3.9734483460034142,3.3855343017426085,3.6204813525450934,-2101.3070885552165,1.21562344005471,0.052400250965251916
2025-05-21,54.95984702854352,51.598649479291595,42.44009936146671,35.35781417263089,23.592950828153647,16.06796537590064,12.00363620780882,6.89585309987653,1.339478852081869,3.266790171477561,3.498949390487994,-3675.316954984566,1.0503265542686333,-0.12464002755582264
2025-05-22,52.572975283409534,51.23890928022301,42.080605043080276,34.98652607972994,23.193334803539745,15.80652659649288,11.870593199131845,6.854059061820546,1.0380139574275054,3.2704489062367217,3.4864416310961146,-156.80673701837316,1.0390790355946469,-0.10895500994345834
2025-05-23,55.75931363982725,51.01693313680987,41.8452657477551,34.717793788235866,23.04861989281187,15.654691105175809,11.757746008589834,6.780502915211617,9.117666195676694,3.2588625564630735,3.584080577607216,-100.04475315879343,1.0855661689669482,0.007476398275253899
2025-05-24,132.62614084484028,20.57988310118214,13.455002666696782,33.52444526110289,19.71542223072184,15.23475775926017,11.06872396761359,6.927306042559604,-48.109570060054196,1.265830340677118,3.3582242058875127,431.49077731359,0.9504111236006587,-0.03613921062845647
2025-05-25,115.90926185298369,19.95884284815205,12.120113975201177,11.982007071799167,4.585159539358208,3.3236128664323115,1.988838585402434,7.084689601422298,-14.068664871062378,1.211266047152703,2.7432766817331973,127.48318058877886,1.1061077362098886,0.04353738413554257
2025-05-26,99.75389655885675,21.237911704115568,12.062616536577908,12.079199531631135,5.651388204558326,4.899459907503109,2.8455479979882723,7.0956545992960915,-43.57483049253616,1.213694249137803,2.713444288614489,-973.5455668815432,1.1046302074603072,0.07717224443499245
2025-05-27,118.63487482179174,21.547265940925445,11.965982297173207,11.890673397099667,6.737341108867045,4.823425180959325,2.8645378735515035,7.603935383763635,6.961214949491086,1.2088500142137486,2.7063470943689687,423.12451640042354,1.1081823217300335,0.11345385443456976
2025-05-28,7.00116964573048,21.587326436410212,11.807121879155599,11.905201382005073,6.66541182894437,4.815946762034217,2.9598219063086475,7.573251196052772,-16.061930157167833,1.2087020746393498,2.718382477900339,-767.0687300425467,1.2827054280250878,0.14373653512671491
2025-05-29,23.64219290959916,21.507902303898792,11.801131009830934,11.784855282260732,6.659507999325354,4.8713917252304855,2.9279321299787955,7.5058904108877105,-16.393084282501594,1.2293732833706905,2.7269359941817055,-1012.6024572090558,1.2784658774641158,0.1870930075033309
2025-05-30,14.28370152933074,21.590543128055337,11.819391028501034,12.14880900668298,6.564005737588939,5.053801880859557,2.978691354980883,7.442824557795543,-42.55604117723636,1.2213765621595811,2.7268630669786207,-1079.5950690787126,1.2796473271142688,0.18986943836845327
2025-05-31,2.216387773896146,19.873261154418987,11.82131846401652,12.143500223506239,4.33735231193625,5.049220199643131,2.895208193686827,6.743621288672914,-44.25108862739838,1.2472786969904663,2.7188892147885224,-985.6868939362708,1.1013373436604714,0.18744544412999853
2025-06-01,-44.63238151247483,20.646712185522464,12.034572237737105,11.995324097259424,5.671151609190899,5.014277963377514,2.9076141617840316,6.7439119791213145,-44.02721532992319,1.2684257058412265,2.667654068668641,-128.15825627642772,1.1135484685386496,0.18337226446706062
2025-06-02,-38.570546328515846,21.185651932091744,11.996565466900444,11.736841014368785,6.442572196938717,4.797720059596429,2.8564722221373597,2.672792009077119,-45.178189439380866,1.2687206956302601,2.672195465112554,-608.6222803485423,1.1105632851799598,0.2040848156882234
2025-06-03,15.55413008469469,21.153085477623332,11.991935259940199,11.747363179482713,6.4282995205532165,4.7729472964057,2.8143234984195744,2.681541080689683,-45.003517498924204,1.2712402260668116,2.6781325915744096,-1290.721303945632,1.1261132755900365,0.24988724663559808
2025-06-04,32.01244219168082,21.28613097303199,11.76708844782256,11.897610045017107,6.445549235966806,4.848136409133498,2.89795584197578,2.626584133545846,-43.727372063989066,1.2150388677905155,2.6687150260167174,-1060.9767563455557,1.1378506310657026,0.4012388175026644
2025-06-05,38.36547907731678,21.580699705888126,11.806163504511325,11.958205736148356,6.459460250449681,4.86693484466888,2.9025235658614124,3.2683333088381765,-43.96749634701763,1.2046213195428717,2.6739868450283666,-930.8724305556019,1.2895162519171348,0.33902714242064813
2025-06-06,22.413956149477972,21.8822246101539,11.810518173427425,12.65290177057707,6.902001435156213,4.988233795235285,3.027653981915583,7.1254466281086,-14.174204105856122,1.1923434698456834,2.6725681663597163,-648.0597404985857,1.2701874058983904,0.2869503408469135
2025-06-07,18.84261699638944,22.152739405896455,13.484190166579191,12.782190682104417,6.998783402037145,5.08076062724369,3.015909417674408,7.13408116711301,-13.99865750962014,1.1786658500291844,2.6714483891998935,-510.1650821916114,1.2665634303599795,0.22375028866922914
2025-06-08,-22.26859847004754,22.014557562079727,13.530422136961173,12.473754439700263,7.00803736297764,5.090225591406804,3.017369651117418,7.304133731754728,-48.94132862367065,1.191133694226737,2.72458367363021,-463.9099599155998,1.2541309514823105,0.21430236835914931
2025-06-09,16.000990320379717,22.023584010434515,13.537858767736477,12.79394381684942,6.998706020788903,5.12907495289642,3.016899027245774,7.586410709520135,-21.183212192888583,1.1922723663023556,2.7214825555630417,-465.7010221676192,1.2448545272941116,0.20723320114351648
2025-06-10,-8.964959281719393,21.940521772261867,13.510308247474319,12.248862323255459,6.986974629880269,4.869208456689119,2.916145264215443,7.645799773859398,-34.23398037938292,1.1972518233313407,2.719414715905093,-458.26277118725824,1.249910020788301,0.24952524623926853
2025-06-11,0.7952242576791386,22.26973216333649,13.560874826434235,12.647307821884048,7.183538211334129,5.118976818222409,2.9574699768282064,7.538502700845159,-34.68561860043844,1.2012653772546131,2.7259378044806284,-459.63409437665774,1.2468570554546248,0.2079303472948128
2025-06-12,-16.932219451966965,22.23862700527885,13.55074541489266,12.60789361044104,6.963710996972159,5.073803531742817,2.9333199492526782,7.514041240607714,9.734439567964143,1.1590587193952715,2.7329006634285467,-4.707521935000632,1.2533714247743668,0.21946040475386627
2025-06-13,37.184778867469724,21.970917340391527,13.586658594010734,12.634406327072254,6.928205864462348,5.081311964044666,2.9295936642299716,7.503406847670265,8.178732380876461,1.2097517175111283,2.7451805975226247,-36.7539188968808,1.2804062068532311,0.27297687517938196
2025-06-14,17.827567917896786,21.691084598170235,13.575042803583147,12.648535519683874,6.88879577020869,5.13176650441152,3.03997174684821,7.608333199360619,7.280822816738274,1.2010572384903733,2.747347148877918,-12.893822521405612,1.312933094539009,0.2631634136557027
2025-06-15,9.167845003324338,21.75385588435377,13.606226373571912,12.571714999139255,6.894807747255407,5.070474114792215,2.919553044530965,7.607619568109278,8.897364059189192,1.2094559051553724,2.7498885414736334,-506.69978584672805,1.2870109023000116,0.14658334886904534
2025-06-16,-4.226796564196459,21.874429783170154,13.835354615559458,12.625555461000614,7.1365569942984735,5.0942988452223394,2.9149093363918195,7.679842664451538,8.285462115957275,1.2241147628011175,2.751598600373213,-498.07450759088687,1.2832666519394598,0.1526816110990193
2025-06-17,28.282848577385487,21.92924622811888,13.86896036635959,12.605673119732078,7.07547380941411,5.1182039325932545,3.0119610321671364,7.578072765170876,13.12054769849093,1.193252591443376,2.734088397816324,-498.07450759088687,1.2738744420721388,0.14776062879497476
2025-06-18,27.672752140485947,21.93567350207235,13.55714490808904,12.608822857921577,7.079651717528116,5.173476639780015,3.0574355775899797,7.473391427943611,12.098591932030933,1.1866663902648777,2.7369698690767725,-492.9804381606504,1.279854102156239,0.1302645103366483
2025-06-19,9.289841800887297,21.82095167959503,13.555561618381974,12.590260894570886,6.898756858681877,5.140970204110875,3.0595857953850154,7.4733689560310195,13.538239368165021,1.1467332093414737,2.7394888716960804,-488.03935461619307,1.2681123188674999,0.12058339343495944
2025-06-20,2.9561625896033967,21.83504954923648,13.571145835306584,12.636169790488324,6.749257494158235,5.139731598381107,3.0588147967289108,7.584791996886593,0.934663407176907,1.161162960595975,2.7351791414292443,-502.8081878909814,1.2547957682933102,0.08991556193485897
2025-06-21,2.9561625896033967,21.837725475522756,13.841765239757384,12.636169790488324,6.846708709317663,5.134110986549972,3.0588147967289108,7.650713877021563,0.7159231929166241,1.17892325887909,2.7525053278294185,-500.619577349493,1.2532747517548697,0.08345189202402725
2025-06-22,-43.52769494900951,21.68387958699029,12.098086753445818,12.57340833692457,6.805962765947015,5.081750696305426,3.0487400495977917,7.664781943865245,-0.6509371632724681,1.1924703303218414,2.7456062583046585,-487.222067264104,1.2606733228320683,0.13940761698905382
2025-06-23,3.921504650345789,21.36110892146284,12.01292730432355,12.498062872402555,6.641362447188613,5.062437752951086,3.0349669098354917,7.684548391311674,0.5129509329720612,1.1699845223347671,2.7428146158312536,-491.8557337065449,1.2549586590969155,0.18764827610358684
2025-06-24,15.085327227799572,21.365775296501578,11.74144299225478,12.221174851396478,6.315592224802757,5.087608301814538,3.0328859097915504,7.558137835920227,12.103202999416881,1.1950892325955493,2.7335163266772775,-505.6416870472928,1.1125682499418963,0.20197755923593566
