station_id,rows_total,rows_train_final,mae,rmse,sigma,flagged_count,flagged_fraction
01080,129.0,121.0,32.17902166097847,194.82075207948176,7.552285872300996,8.0,0.06201550387596899
01120,129.0,115.0,0.05333999508269898,0.14492772992138425,0.021700862494816966,14.0,0.10852713178294573
01145,129.0,116.0,0.012570432341660987,0.021127835264572556,0.009582925063833778,13.0,0.10077519379844961
01160,129.0,114.0,0.18457465831774741,1.488039965982622,0.01732599597055845,15.0,0.11627906976744186
01220,129.0,114.0,3.356117678963805,36.72193716595116,0.010682703270869074,15.0,0.11627906976744186
01280,129.0,113.0,0.14589527642878225,1.037785413116111,0.012427417881000076,16.0,0.12403100775193798
01300,129.0,117.0,0.10957647786256297,0.7857030235574933,0.011762178007594708,12.0,0.09302325581395349
01390,129.0,111.0,387.68146979300855,1969.0942905215093,0.005658402755713643,18.0,0.13953488372093023
01400,129.0,118.0,11.405708801061316,52.974227977493804,6.05882785887385,11.0,0.08527131782945736
01440,129.0,119.0,6.46791778846852,73.32112430890243,0.007023008359418888,10.0,0.07751937984496124
01480,129.0,115.0,0.020887857808103715,0.0998362417774215,0.0043361130258237485,14.0,0.10852713178294573
01515,129.0,118.0,285.90551082935565,1292.6544383325627,38.52359391612087,11.0,0.08527131782945736
01545,129.0,118.0,0.014318107919433595,0.043172395413457944,0.005250582002865904,11.0,0.08527131782945736
01670,129.0,116.0,0.015759488140354168,0.05846935174393516,0.005490417157823881,13.0,0.10077519379844961
