date,observed,predicted,residual,is_outlier,corrected
2025-04-23,39.754583333333336,22.95286858665229,16.801714746681046,True,22.95286858665229
2025-04-24,40.41125,40.45211898935921,-0.04086898935920402,False,40.41125
2025-04-25,40.9625,40.93720622408474,0.02529377591525872,False,40.9625
2025-04-26,41.49166666666667,41.52482132312128,-0.03315465645461302,False,41.49166666666667
2025-04-27,41.869166666666665,41.85607611137055,0.01309055529611669,False,41.869166666666665
2025-04-28,41.987500000000004,41.988007206997715,-0.0005072069977103411,False,41.987500000000004
2025-04-29,42.07583333333333,42.060651435371334,0.01518189796199465,False,42.07583333333333
2025-04-30,42.128750000000004,42.07037133006679,0.05837866993321228,False,42.128750000000004
2025-05-01,42.16291666666667,41.78254697901181,0.3803696876548557,True,41.78254697901181
2025-05-02,42.0575,41.96155016644302,0.09594983355697906,True,41.96155016644302
2025-05-03,42.03125,41.49874800803307,0.5325019919669316,True,41.49874800803307
2025-05-04,41.86958333333333,41.81538219832295,0.0542011350103806,False,41.86958333333333
2025-05-05,41.456250000000004,41.44857237009231,0.007677629907696826,False,41.456250000000004
2025-05-06,40.91041666666667,40.8669401227572,0.04347654390947042,False,40.91041666666667
2025-05-07,40.64833333333333,40.61727951022573,0.031053823107605183,False,40.64833333333333
2025-05-08,40.432916666666664,40.53938097627266,-0.10646430960599673,True,40.53938097627266
2025-05-09,40.01416666666667,40.03720613266185,-0.023039465995182695,False,40.01416666666667
2025-05-10,39.597500000000004,39.55300172266595,0.04449827733405698,False,39.597500000000004
2025-05-11,38.946666666666665,39.37502049935996,-0.42835383269329697,True,39.37502049935996
2025-05-12,38.37875,39.228025148280786,-0.849275148280789,True,39.228025148280786
2025-05-13,37.856249999999996,37.539076596183875,0.31717340381612047,True,37.539076596183875
2025-05-14,37.41708333333333,37.404186169974764,0.012897163358566388,False,37.41708333333333
2025-05-15,37.04708333333333,37.47822589403556,-0.43114256070222723,True,37.47822589403556
2025-05-16,36.720416666666665,37.762646889865785,-1.0422302231991196,True,37.762646889865785
